<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.06.10	1268.81	1278.09	1264.51	1273.78	79152	64938549	24
2016.06.12	1274.74	1277.31	1274.27	1276.56	3132	1890355	24
2016.06.13	1276.56	1287.09	1272.35	1283.35	89011	68901032	24
2016.06.14	1283.36	1289.73	1276.31	1285.62	76909	57319302	24
2016.06.15	1285.62	1296.76	1278.38	1291.75	83939	65495384	24
2016.06.16	1291.75	1315.54	1277.15	1281.78	138500	105554781	24
2016.06.17	1281.78	1299.50	1276.48	1298.62	90544	65632773	0
2016.06.19	1288.58	1291.62	1279.04	1289.88	4990	4213786	24
2016.06.20	1289.88	1292.20	1277.93	1288.44	80348	65166751	24
2016.06.21	1288.50	1294.12	1264.44	1268.56	94554	75665879	24
2016.06.22	1268.51	1270.60	1261.13	1262.50	71797	60084523	24
2016.06.23	1262.50	1271.38	1250.34	1258.44	84137	63729341	24
2016.06.24	1258.44	1358.25	1257.87	1315.15	217859	104856441	24
2016.06.26	1319.57	1329.85	1319.57	1329.54	8026	5340093	24
2016.06.27	1329.53	1335.23	1317.57	1324.29	201966	110412749	24
2016.06.28	1324.29	1325.94	1305.40	1312.61	179732	85897626	24
2016.06.29	1312.57	1327.78	1312.51	1315.43	146235	83580029	24
2016.06.30	1315.41	1324.06	1312.73	1322.99	153580	90127539	24
2016.07.01	1322.97	1344.49	1320.47	1341.12	141216	79023580	24
2016.07.03	1341.33	1341.88	1335.57	1341.58	2796	1819269	30
2016.07.04	1341.54	1357.31	1340.30	1349.36	100382	45299211	24
2016.07.05	1349.38	1360.05	1338.05	1359.21	172918	106084430	24
2016.07.06	1359.24	1375.05	1358.63	1366.77	151333	105480939	24
2016.07.07	1366.74	1370.65	1350.69	1361.06	178270	121021388	24
2016.07.08	1361.03	1370.18	1335.17	1365.89	159794	114167584	24
2016.07.10	1367.13	1374.83	1366.62	1372.30	3198	1915146	44
2016.07.11	1372.30	1372.66	1350.57	1353.19	198167	118876571	24
2016.07.12	1353.16	1357.59	1330.31	1333.57	173345	93907742	24
2016.07.13	1333.54	1345.17	1327.46	1344.49	173293	108382120	24
2016.07.14	1344.51	1347.03	1320.08	1333.90	201857	119447362	24
2016.07.15	1333.88	1338.64	1322.41	1337.14	164118	101130254	24
2016.07.17	1331.53	1334.19	1329.80	1330.54	2754	1469721	45
2016.07.18	1330.55	1335.36	1323.38	1327.56	139857	87736061	24
2016.07.19	1327.54	1334.89	1325.45	1331.66	150173	93648128	24
2016.07.20	1331.64	1338.25	1312.53	1314.12	146158	95034444	24
2016.07.21	1314.17	1333.79	1310.77	1332.38	148522	108917611	24
2016.07.22	1332.39	1333.75	1319.58	1322.10	128644	102915068	24
2016.07.24	1321.98	1322.47	1320.07	1321.69	1645	1018599	40
2016.07.25	1321.71	1323.69	1312.25	1316.67	104422	76059810	24
2016.07.26	1316.64	1324.46	1313.76	1319.52	106846	81756513	24
2016.07.27	1319.52	1342.32	1315.67	1338.69	131240	95587523	24
2016.07.28	1338.67	1345.52	1332.36	1335.80	131421	88443763	24
2016.07.29	1335.77	1354.90	1328.27	1350.82	158424	97309729	24
2016.07.31	1348.38	1350.90	1346.87	1349.70	1727	1292258	41
2016.08.01	1349.72	1354.77	1346.17	1353.80	109849	81831462	24
2016.08.02	1353.81	1367.21	1347.01	1362.00	126654	93408312	24
2016.08.03	1361.98	1366.33	1354.07	1357.18	114817	73382169	24
2016.08.04	1357.18	1364.93	1349.05	1360.83	120793	86622573	24
2016.08.05	1360.83	1364.59	1334.61	1335.97	118064	79645404	24
2016.08.07	1335.03	1335.12	1331.48	1332.58	2902	2207630	24
2016.08.08	1332.58	1338.20	1329.77	1334.77	115525	73454984	24
2016.08.09	1334.73	1342.51	1330.42	1341.03	104222	70005871	24
2016.08.10	1340.98	1357.11	1340.64	1346.67	131973	90518356	24
2016.08.11	1346.67	1353.22	1335.68	1338.63	110950	82578386	24
2016.08.12	1338.63	1356.27	1333.08	1336.38	124964	102448054	0
2016.08.14	1338.06	1338.28	1336.45	1337.56	1592	1269435	24
2016.08.15	1337.63	1343.73	1335.70	1340.67	85662	74906207	24
2016.08.16	1340.69	1357.94	1339.98	1346.58	120492	106827981	24
2016.08.17	1346.59	1351.57	1335.57	1351.12	112969	100211225	24
2016.08.18	1351.06	1355.96	1345.98	1351.68	122172	103652382	24
2016.08.19	1351.63	1352.55	1337.71	1340.87	104809	93267700	24
2016.08.21	1340.05	1340.96	1334.87	1337.29	5093	4351190	24
2016.08.22	1337.18	1339.95	1331.66	1338.00	127759	116544912	24
2016.08.23	1338.01	1344.58	1335.19	1338.00	105662	93559567	24
2016.08.24	1338.00	1339.99	1323.26	1325.58	105249	95024885	24
2016.08.25	1325.56	1326.98	1317.93	1321.60	88791	80601441	24
2016.08.26	1321.56	1342.12	1318.29	1321.85	119660	103621080	24
2016.08.28	1320.43	1320.76	1318.41	1319.73	2486	2433431	41
2016.08.29	1319.73	1324.99	1314.87	1322.84	107585	100313874	24
2016.08.30	1322.80	1325.34	1309.18	1312.12	102232	88829984	24
2016.08.31	1312.12	1315.99	1304.16	1309.19	104009	85761361	24
2016.09.01	1309.19	1315.01	1302.41	1314.08	100701	84083919	24
2016.09.02	1314.09	1329.99	1303.19	1324.80	104749	67436661	24
2016.09.04	1323.81	1324.92	1323.81	1324.15	1534	901284	24
2016.09.05	1324.14	1328.50	1321.68	1326.18	58552	50826850	24
2016.09.06	1326.18	1352.45	1324.73	1347.91	110615	94487183	24
2016.09.07	1347.97	1352.51	1342.62	1344.45	94067	80418016	24
2016.09.08	1344.46	1349.28	1335.49	1338.02	108280	91921326	24
2016.09.09	1338.02	1339.46	1326.83	1327.83	99122	89578908	24
2016.09.11	1327.53	1328.66	1327.17	1327.83	2061	1855700	27
2016.09.12	1327.83	1330.14	1320.30	1327.98	122031	93411512	24
2016.09.13	1327.94	1331.88	1315.51	1319.75	128469	102996178	24
2016.09.14	1319.80	1325.85	1313.29	1322.59	113492	82755776	24
2016.09.15	1322.65	1327.95	1309.19	1315.98	122255	90053231	24
2016.09.16	1315.88	1317.98	1306.14	1309.66	90607	74011193	24
2016.09.18	1309.38	1312.14	1309.13	1312.09	1866	1413196	40
2016.09.19	1312.06	1318.27	1309.32	1313.12	81948	66645450	24
2016.09.20	1313.11	1317.80	1311.94	1315.07	71100	60130699	24
2016.09.21	1315.08	1336.88	1307.78	1332.66	130306	102431775	24
2016.09.22	1332.72	1343.55	1331.10	1336.90	93448	70520281	24
2016.09.23	1337.06	1340.56	1333.73	1338.72	73145	62909059	24
2016.09.26	1335.76	1342.02	1333.95	1338.07	86273	51446690	24
2016.09.27	1338.17	1339.42	1324.63	1327.19	115414	77323691	24
2016.09.28	1327.21	1327.45	1317.92	1322.38	81262	55438411	24
2016.09.29	1322.31	1325.71	1315.94	1321.91	126517	87208594	24
2016.09.30	1321.95	1327.97	1313.13	1315.89	143871	88857360	24
2016.10.02	1318.34	1318.36	1315.34	1315.68	1595	859437	34
2016.10.03	1315.64	1319.52	1308.49	1312.85	107315	83770037	24
2016.10.04	1312.85	1312.92	1266.87	1267.92	148615	114630967	24
2016.10.05	1267.92	1277.05	1262.05	1268.24	116515	92258064	24
