iter	Accuracy	Logloss	F1
615	0.9691162791	0.4606590165	0.9693500739
616	0.9688062016	0.4603471651	0.9690442489
617	0.9694263566	0.4599819211	0.9696746017
618	0.9695503876	0.4596597974	0.9697827559
619	0.9693643411	0.4594069451	0.969596258
620	0.9697984496	0.4590792095	0.9700473584
621	0.9697364341	0.4587099897	0.969980315
622	0.9693643411	0.4583852879	0.9696149588
623	0.9696744186	0.4579855626	0.9699169486
624	0.9697364341	0.4576723669	0.969980315
625	0.9698604651	0.4573333376	0.9701033465
626	0.9697984496	0.4570225775	0.9700399877
627	0.9697364341	0.4567714118	0.9699840079
628	0.9699844961	0.4564633749	0.970226378
629	0.9701705426	0.4561365892	0.9704127453
630	0.9699844961	0.4558707355	0.9702337023
631	0.9705426357	0.4555692295	0.9707961881
632	0.9706046512	0.4552293379	0.9708594615
633	0.9702945736	0.4548750038	0.9705466396
634	0.9716589147	0.454484586	0.9718994036
635	0.9717829457	0.454200496	0.972018941
636	0.9717209302	0.4538672301	0.9719419148
637	0.9717829457	0.4535430127	0.9720120563
638	0.9719689922	0.4532161542	0.9722051408
639	0.9720310078	0.4529810984	0.9722649284
640	0.9720310078	0.4526032617	0.9722581042
641	0.9723410853	0.4522316731	0.9725639764
642	0.9725891473	0.451995453	0.9728133842
643	0.9727131783	0.45173401	0.9729397294
644	0.9728992248	0.451444804	0.9731225783
645	0.9728372093	0.4511283338	0.9730561024
646	0.9726511628	0.4508117505	0.9728798967
647	0.9727751938	0.4504880067	0.9729995695
648	0.9728992248	0.4501195289	0.9731225783
649	0.9727131783	0.449726894	0.9729530366
650	0.9727751938	0.449369388	0.9730095297
651	0.9728372093	0.4490667592	0.9730693556
652	0.9733953488	0.4488094773	0.9736211031
653	0.9730852713	0.448555659	0.9733218589
654	0.9733333333	0.4482867007	0.9735644903
655	0.9735193798	0.4480618961	0.9737505379
656	0.9735193798	0.4477690506	0.9737408523
657	0.9732093023	0.4474457847	0.9734317343
658	0.9733953488	0.4471409894	0.9736146134
659	0.9735193798	0.4468616374	0.9737408523
660	0.9738294574	0.4465965706	0.9740467405
661	0.9741395349	0.4463253773	0.9743589744
662	0.9745736434	0.4460799042	0.9747971478
663	0.9749457364	0.4458668167	0.97516597
664	0.9751317829	0.4455689018	0.9753367366
665	0.975379845	0.4453106152	0.9755857573
666	0.975627907	0.4450211222	0.9758287718
667	0.976124031	0.4446582569	0.9763324522
668	0.976	0.4444106906	0.9762065785
669	0.975751938	0.4441404106	0.9759636073
670	0.975751938	0.4439111438	0.9759576954
671	0.976	0.4435764839	0.9762065785
672	0.976	0.4432656447	0.9762007257
673	0.976620155	0.4428720342	0.976815694
674	0.9768062016	0.4425562703	0.97699877
675	0.9768062016	0.4422574034	0.9769959405
676	0.9769302326	0.4418591194	0.9771217712
677	0.9773023256	0.4414796742	0.9774880059
678	0.9777364341	0.4412279105	0.9779199213
679	0.9781705426	0.4408881337	0.9783464567
680	0.9776744186	0.4406163752	0.9778543307
681	0.9776124031	0.4404030389	0.977794181
682	0.9775503876	0.4401050311	0.9777312992
683	0.9780465116	0.4398499791	0.9782234252
684	0.9781705426	0.4396264907	0.9783464567
685	0.9780465116	0.4393670321	0.9782261041
686	0.9780465116	0.4391579996	0.9782234252
687	0.9786046512	0.4388068034	0.9787888103
688	0.9782945736	0.438558134	0.9784853701
689	0.9781705426	0.4383061246	0.9783571077
690	0.9784806202	0.4380722563	0.9786684699
691	0.9785426357	0.4377421041	0.978733866
692	0.9786046512	0.4374414216	0.978796632
693	0.9786046512	0.4372432393	0.9788018433
694	0.9788527132	0.4369317526	0.979047619
695	0.9789147287	0.4367097638	0.9791103465
696	0.9791007752	0.4363938673	0.9792908499
697	0.9789767442	0.4360787479	0.9791679469
698	0.9789767442	0.4357749226	0.9791653863
699	0.9796589147	0.4354534594	0.9798476284
700	0.9795968992	0.4352412017	0.9797849462
701	0.9795968992	0.4350234265	0.9797799766
702	0.9798449612	0.4347312245	0.9800282677
703	0.9799069767	0.4344782069	0.9800884956
704	0.9799689922	0.43418125	0.9801487309
705	0.9799069767	0.433918607	0.9800860479
706	0.9802790698	0.4336243452	0.9804548248
707	0.9805891473	0.4333241293	0.9807680492
708	0.9803410853	0.4329958901	0.9805246667
709	0.9801550388	0.4327400242	0.9803391497
710	0.9800930233	0.4324870461	0.9802789212
711	0.9800930233	0.4322206801	0.9802789212
712	0.9800310078	0.4319379498	0.9802211302
713	0.9802170543	0.431603227	0.9804066089
714	0.9805271318	0.4313477565	0.9807148999
715	0.9805891473	0.4310258879	0.9807798588
716	0.9807131783	0.4307401248	0.9808956324
717	0.9810852713	0.4303969257	0.9812711084
718	0.9809612403	0.4301605436	0.9811459805
719	0.9813333333	0.4298433024	0.9815235406
720	0.9810852713	0.4294605325	0.981268808
721	0.9810852713	0.4291237805	0.9812734082
722	0.9816434109	0.4288086115	0.9818293432
723	0.9818294574	0.4284423124	0.982012401
724	0.9815813953	0.42811782	0.9817645975
725	0.9817054264	0.4278405864	0.9818829454
726	0.9820155039	0.4275457819	0.9821867322
727	0.9823255814	0.4272377735	0.9824949327
728	0.9824496124	0.4270054121	0.9826241788
729	0.9823875969	0.4267224198	0.9825595677
730	0.9823875969	0.4264211819	0.9825638507
731	0.9828217054	0.4261235943	0.982990482
732	0.9828217054	0.4258536122	0.9829925708
733	0.983255814	0.4256114204	0.9834274491
734	0.9830077519	0.4253542912	0.9831757338
735	0.9829457364	0.4250177506	0.9831112203
736	0.9830697674	0.4247528941	0.9832402235
737	0.9828837209	0.4244424744	0.9830550098
738	0.9828837209	0.4241637277	0.9830591701
739	0.983379845	0.4237909561	0.9835502087
740	0.983379845	0.423551515	0.9835502087
741	0.9835658915	0.4232819597	0.9837373427
742	0.983751938	0.423040833	0.9839184876
743	0.984	0.4227330406	0.9841659507
744	0.984248062	0.4223590881	0.984413353
745	0.984496124	0.4221449183	0.9846606946
746	0.984372093	0.4218832832	0.9845379801
747	0.9845581395	0.4216172234	0.9847211143
748	0.984620155	0.4212790287	0.9847796735
749	0.9844341085	0.4209815055	0.9845983923
750	0.9848682171	0.4206980702	0.9850270005
751	0.9848682171	0.420426794	0.9850270005
752	0.9846821705	0.4201163188	0.9848419761
753	0.984496124	0.4198432499	0.9846606946
754	0.984744186	0.4194911686	0.9848987109
755	0.984620155	0.4192490349	0.9847796735
756	0.984620155	0.4190903919	0.9847815415
757	0.9849302326	0.4187495898	0.9850837886
758	0.9849302326	0.4184822686	0.9850856196
759	0.9851162791	0.4182350351	0.9852724595
760	0.9849302326	0.4179970443	0.9850856196
761	0.9852403101	0.4177196223	0.985398773
762	0.9851782946	0.41739312	0.9853347242
763	0.9851782946	0.4171810212	0.9853293229
764	0.9854883721	0.4169336144	0.9856371225
765	0.9853643411	0.4166685257	0.9855108055
766	0.9853643411	0.416362555	0.9855090262
767	0.9854263566	0.4161017531	0.9855748573
768	0.9858604651	0.4158155467	0.9860054014
769	0.9860465116	0.4155350581	0.986193778
770	0.9862325581	0.4152076694	0.986377025
771	0.9861085271	0.4149315311	0.9862526083
772	0.9861085271	0.4146437975	0.9862475442
773	0.9862945736	0.4144076066	0.9864358927
774	0.9863565891	0.4141352872	0.9864997545
775	0.9864806202	0.413860634	0.986620842
776	0.9864186047	0.4135516078	0.9865569947
777	0.9863565891	0.4133052728	0.9864931238
778	0.9864806202	0.4130708787	0.9866175568
779	0.9865426357	0.4128186527	0.9866764905
780	0.9864806202	0.4125726732	0.9866191996
781	0.9864806202	0.4123328925	0.9866191996
782	0.9870387597	0.4119904885	0.9871692553
783	0.9869147287	0.4117526318	0.9870448824
784	0.9869767442	0.4115293841	0.9871086556
785	0.9871627907	0.4112332903	0.9872920376
786	0.9874108527	0.4110242335	0.987539132
787	0.9875348837	0.4107934346	0.9876618992
788	0.9874728682	0.4104768809	0.9876012767
789	0.9875348837	0.4101983215	0.9876618992
790	0.9875968992	0.4098404004	0.9877225292
791	0.9874728682	0.4095575965	0.9876012767
792	0.9872248062	0.4092569472	0.987354205
793	0.9875348837	0.4090045734	0.9876618992
794	0.9874728682	0.4087328956	0.9876027986
795	0.9874728682	0.4085193285	0.9876058412
796	0.9877209302	0.4083010775	0.9878482877
797	0.9877829457	0.4079693566	0.987910402
798	0.9878449612	0.4077847027	0.9879725086
799	0.9877209302	0.4075973312	0.987846796
800	0.9879069767	0.4072966298	0.988033139
801	0.9877829457	0.4070625667	0.987910402
802	0.9880310078	0.4068824718	0.988155876
803	0.9879689922	0.4065869911	0.9880937769
804	0.9881550388	0.4063368954	0.9882800515
805	0.9880310078	0.4060744642	0.9881573296
806	0.9882170543	0.4058105439	0.9883406971
807	0.9883410853	0.4054311566	0.9884676727
808	0.9885271318	0.405160883	0.9886523953
809	0.9885891473	0.4049339855	0.9887130413
810	0.9885891473	0.4046764774	0.9887130413
811	0.9885891473	0.4043942202	0.9887102712
812	0.9885891473	0.4042126574	0.9887102712
813	0.9885891473	0.4039683263	0.9887102712
814	0.9885891473	0.4037291832	0.9887074997
815	0.9891472868	0.4034305068	0.989267096
816	0.9890852713	0.4031916809	0.989205103
817	0.9887131783	0.4028772805	0.9888343558
818	0.9890852713	0.402588795	0.9892037787
819	0.9887131783	0.4022940335	0.9888357257
820	0.9887751938	0.4020268762	0.9888977489
821	0.9888372093	0.4017386298	0.9889570552
822	0.9887131783	0.4015294611	0.9888329856
823	0.9885891473	0.4012888865	0.9887102712
824	0.9891472868	0.4009671228	0.9892644623
825	0.9892713178	0.4007298204	0.9893884561
826	0.9895193798	0.4004520999	0.9896338097
827	0.9893953488	0.4002721926	0.989509846
828	0.9892093023	0.399988817	0.9893251534
829	0.9891472868	0.39981346	0.9892618273
830	0.9893333333	0.3995817694	0.9894491473
831	0.9896434109	0.3992388125	0.989757743
832	0.9897674419	0.3989240122	0.9898816459
833	0.9898294574	0.3986594781	0.989943586
834	0.9897674419	0.3984503709	0.9898804048
835	0.9900775194	0.3981409589	0.990187661
836	0.9901395349	0.3978555931	0.9902507818
837	0.9900775194	0.3976011133	0.9901900674
838	0.9901395349	0.3973900648	0.9902507818
839	0.9902015504	0.3972105365	0.9903103152
840	0.9906356589	0.3969098094	0.990735628
841	0.9903875969	0.3967059428	0.9904913809
842	0.9906356589	0.3964088436	0.9907367646
843	0.9906356589	0.3962228663	0.990737901
844	0.9906356589	0.3959503512	0.9907367646
845	0.9906356589	0.3956190737	0.9907367646
846	0.9906976744	0.3953503457	0.990797546
847	0.9908217054	0.395100079	0.9909213593
848	0.9908217054	0.3948715488	0.9909191312
849	0.9908217054	0.3945119131	0.9909213593
850	0.9908217054	0.3942383509	0.9909191312
851	0.9906976744	0.3939328541	0.9907964167
852	0.9908217054	0.3936602374	0.9909202454
853	0.9908217054	0.3934495243	0.9909191312
854	0.9909457364	0.3931974323	0.9910407462
855	0.9911317829	0.3928833578	0.9912264556
856	0.9911937984	0.3925967237	0.9912872745
857	0.9913178295	0.3923257849	0.991409989
858	0.9911317829	0.3920007411	0.9912275321
859	0.9910077519	0.3917334801	0.9911037487
860	0.9910697674	0.3914182027	0.9911645601
861	0.9915658915	0.3911115672	0.9916605347
862	0.9915658915	0.3908812389	0.9916595118
863	0.991627907	0.3906694688	0.9917203312
864	0.991503876	0.3904536139	0.9915966387
865	0.9913178295	0.3902587431	0.9914152563
866	0.9914418605	0.3899749827	0.9915358194
867	0.9915658915	0.3897681246	0.9916584887
868	0.991627907	0.3895065537	0.9917203312
869	0.991627907	0.389237798	0.9917203312
870	0.991751938	0.3889031718	0.9918439934
871	0.991875969	0.3886927597	0.9919666401
872	0.991751938	0.388410296	0.9918439934
873	0.9918139535	0.3881685588	0.9919048203
874	0.9920620155	0.3879073737	0.9921510915
875	0.9920620155	0.3876180289	0.9921530162
876	0.992	0.3873309481	0.9920912268
877	0.992124031	0.3870286433	0.9922128886
878	0.992124031	0.3867040188	0.9922119335
879	0.992124031	0.3864937494	0.9922109782
880	0.9919379845	0.3862318604	0.9920274745
881	0.9919379845	0.3860306386	0.9920264966
882	0.991875969	0.385758258	0.9919666401
883	0.9920620155	0.3855319535	0.9921482027
884	0.9919379845	0.3853109629	0.9920264966
885	0.991875969	0.3849872323	0.9919656547
886	0.991875969	0.3846967047	0.9919636832
887	0.9919379845	0.384456467	0.9920245399
888	0.991875969	0.3841900641	0.9919626971
889	0.9923100775	0.3839347635	0.9923945044
890	0.992496124	0.3836001114	0.9925798737
891	0.9925581395	0.383351307	0.9926425506
892	0.992248062	0.3830826049	0.9923355203
893	0.9923100775	0.3828262419	0.9923954373
894	0.9923100775	0.3825597524	0.9923954373
895	0.9924341085	0.3822914315	0.9925171737
896	0.9924341085	0.3820280218	0.9925171737
897	0.9928682171	0.3816868861	0.9929486786
898	0.9928682171	0.3813694596	0.9929486786
899	0.9928682171	0.381135473	0.9929486786
900	0.9929922481	0.3809544159	0.9930721599
901	0.9931162791	0.3807315216	0.9931947765
902	0.9930542636	0.3804840874	0.9931322051
903	0.9930542636	0.3802611507	0.9931338892
904	0.9931782946	0.3800209043	0.9932581515
905	0.9931782946	0.3797404224	0.9932564983
906	0.9933023256	0.3794175355	0.9933807306
907	0.9933023256	0.3792418265	0.9933791074
908	0.9934263566	0.3789869525	0.9935009197
909	0.9932403101	0.378708553	0.9933190316
910	0.9932403101	0.3784969549	0.9933190316
911	0.9934263566	0.3781989844	0.9935033096
912	0.9934883721	0.3779841598	0.9935649936
913	0.9934263566	0.3777300609	0.9935033096
914	0.9934263566	0.3774542798	0.9935041059
915	0.9933023256	0.3772345396	0.9933815419
916	0.9935503876	0.376921257	0.9936243256
917	0.9935503876	0.3766582137	0.9936235438
918	0.9936124031	0.37631591	0.9936844687
919	0.9936744186	0.3760755942	0.993746168
920	0.9935503876	0.3757966169	0.9936243256
921	0.9936124031	0.375593672	0.9936860173
922	0.9937984496	0.3753384767	0.9938695439
923	0.9937364341	0.3751465892	0.9938093779
924	0.9938604651	0.3749078838	0.9939327082
925	0.9938604651	0.3746954163	0.9939327082
926	0.9941705426	0.3744883175	0.994238784
927	0.9941085271	0.3743669425	0.9941771376
928	0.9939844961	0.374106341	0.994054551
929	0.9941085271	0.3738812679	0.9941764237
930	0.9942945736	0.3736890311	0.9943592888
931	0.9942945736	0.3734297887	0.9943579051
932	0.9944186047	0.373293633	0.9944812362
933	0.9944186047	0.3730255288	0.9944812362
934	0.9942945736	0.372765962	0.9943592888
935	0.9944186047	0.3725380854	0.9944812362
936	0.9944806202	0.3722914658	0.9945428904
937	0.9947286822	0.3720278426	0.9947887928
938	0.9946666667	0.3717593263	0.9947291003
939	0.9947286822	0.3715699371	0.9947907091
940	0.9948527132	0.3714107714	0.994913904
941	0.9949147287	0.3711743648	0.9949754902
942	0.9948527132	0.3708981153	0.994913904
943	0.9948527132	0.3706365102	0.9949132806
944	0.9947286822	0.3703473687	0.9947907091
945	0.9949147287	0.3701468074	0.9949742584
946	0.9948527132	0.3699479454	0.994913904
947	0.9948527132	0.3696576232	0.994913904
948	0.9950387597	0.369288479	0.9950986399
949	0.9950387597	0.3690377172	0.9950998407
950	0.9950387597	0.3688423759	0.9950998407
951	0.9949147287	0.3686548132	0.9949767214
952	0.9948527132	0.3683498811	0.9949151504
953	0.9949147287	0.3681298673	0.9949767214
954	0.9949767442	0.3679114055	0.9950376769
955	0.9951007752	0.3677120011	0.9951607963
956	0.9951007752	0.3675505242	0.9951607963
957	0.9951627907	0.3673708239	0.9952223447
958	0.9953488372	0.3671447042	0.9954058193
959	0.9954108527	0.3669579095	0.9954673527
960	0.9954108527	0.3667309112	0.9954667974
961	0.9954108527	0.3665759922	0.9954667974
962	0.9951627907	0.3663754761	0.9952223447
963	0.9953488372	0.3661671378	0.9954063821
964	0.9953488372	0.3659725553	0.9954063821
965	0.9953488372	0.3656957964	0.9954063821
966	0.9954728682	0.3654392539	0.9955288785
967	0.9954728682	0.3652899399	0.9955288785
968	0.9956589147	0.3650891603	0.9957134109
969	0.9957209302	0.3648881805	0.9957743891
970	0.9956589147	0.3646587937	0.9957123607
971	0.9957829457	0.3643361811	0.9958353748
972	0.9958449612	0.3641626271	0.995896368
973	0.9960930233	0.3639014431	0.996142306
974	0.9961550388	0.3637246734	0.9962037717
975	0.9961550388	0.3634882329	0.9962042366
976	0.9960930233	0.3632287885	0.9961427784
977	0.9959689922	0.3629754533	0.9960203269
978	0.9960310078	0.3627026629	0.9960813128
979	0.9960310078	0.3625167314	0.9960808328
980	0.9959069767	0.362307242	0.9959583588
981	0.9959069767	0.3620496139	0.9959588538
982	0.9958449612	0.3617748223	0.9958973731
983	0.9959069767	0.3615311285	0.9959588538
984	0.9958449612	0.3613301038	0.9958978755
985	0.9960310078	0.3611046591	0.9960808328
986	0.9959069767	0.3608489114	0.9959583588
987	0.9959069767	0.3606379919	0.9959583588
988	0.9960310078	0.3603989458	0.9960808328
989	0.9960310078	0.3601659979	0.9960813128
990	0.9959689922	0.3598950783	0.9960208142
991	0.9959689922	0.3596461822	0.9960203269
992	0.9962170543	0.3594493359	0.9962652299
993	0.9961550388	0.359155186	0.9962042366
994	0.9962170543	0.3589490288	0.9962652299
995	0.9962170543	0.3587289639	0.9962652299
996	0.9962170543	0.3584098976	0.9962652299
997	0.9962790698	0.3582413889	0.9963262307
998	0.9964031008	0.3579927763	0.9964486897
999	0.9964031008	0.3577685881	0.9964486897
